Events,results,white_elo,black_elo,white_rating_diff,black_rating_diff,ecos,openings,time_control,termination,game_id
Rated Blitz game,0-1,1842,2060,-5,5,D10,Slav Defense #2,240+0,Normal,1677
Rated Blitz game,0-1,1178,1743,-1,1,A00,Van't Kruijs Opening,420+0,Normal,1678
Rated Blitz game,0-1,1808,1527,-18,19,A20,English Opening: King's English Variation,180+1,Time forfeit,1679
Rated Bullet game,1-0,1762,1790,14,-11,B01,Scandinavian Defense: Boehnke Gambit,60+0,Normal,1681
Rated Classical game,0-1,1279,1578,-8,4,C20,King's Pawn Game: Wayward Queen Attack,300+5,Time forfeit,1682
Rated Blitz game,1-0,1649,1208,2,-3,C20,Bishop's Opening: Boi Variation,360+2,Normal,1684
Rated Bullet game,0-1,1262,2094,0,0,B20,Sicilian Defense,120+0,Normal,1685
Rated Classical game,1-0,1642,1698,13,-31,D30,Queen's Gambit Declined,420+17,Normal,1686
Rated Blitz game,1-0,1945,1677,4,-4,C41,Philidor Defense #3,300+2,Normal,1687
Rated Bullet game,1-0,1779,1776,10,-13,C21,Danish Gambit,60+0,Time forfeit,1688
Rated Classical game,1-0,1934,1860,10,-9,C62,Ruy Lopez: Steinitz Defense,480+2,Normal,1689
Rated Blitz game,1-0,1540,1418,10,-8,D02,Queen's Pawn Game: Krause Variation,120+4,Normal,1690
Rated Bullet game,0-1,2062,2145,-10,11,C00,French Defense: Normal Variation,60+0,Normal,1691
Rated Classical game,1-0,1691,1589,9,-8,A21,"English Opening: King's English Variation, Reversed Sicilian",300+5,Normal,1692
Rated Classical game,1-0,1395,1503,14,-15,D00,Queen's Pawn Game: Chigorin Variation,720+8,Normal,1693
Rated Bullet game,1-0,2094,1262,1,0,D10,Slav Defense #3,120+0,Normal,1695
Rated Bullet game,1-0,1763,1789,14,-11,A00,Van Geet Opening: Gruenfeld Defense,60+0,Time forfeit,1697
Rated Bullet game,1-0,2052,1729,3,-3,B53,"Sicilian Defense: Modern Variations, Tartakower",60+0,Time forfeit,1698
Rated Classical game,1/2-1/2,1727,1751,1,-1,D02,Queen's Gambit Refused: Baltic Defense,600+10,Normal,1699
Rated Blitz game,1-0,1744,1177,1,-1,C00,French Defense: La Bourdonnais Variation,420+0,Normal,1700
Rated Classical game,0-1,1801,1460,-12,357,C40,Latvian Gambit: Clam Gambit,600+0,Normal,1702
Rated Blitz game,0-1,1176,1745,-1,2,A00,Van't Kruijs Opening,420+0,Normal,1703
Rated Classical game,1-0,1506,1357,7,-7,D20,Queen's Gambit Accepted: Accelerated Mannheim Variation,600+3,Normal,1705
Rated Blitz game,0-1,1868,1803,-13,15,D53,Queen's Gambit Declined: 4.Bg5 Be7,300+0,Normal,1706
Rated Blitz game,1-0,1731,1582,7,-7,A41,Old Indian Defense,240+0,Time forfeit,1707
Rated Blitz game,0-1,1583,1673,-9,9,B21,Sicilian Defense: Smith-Morra Gambit #2,300+2,Time forfeit,1708
Rated Blitz game,0-1,1546,1790,-5,4,B27,Sicilian Defense: Katalimov Variation,180+1,Time forfeit,1709
Rated Bullet game,1-0,1778,1777,11,-13,C21,Danish Gambit,60+0,Time forfeit,1710
Rated Classical game,0-1,1712,1851,-7,7,C53,"Italian Game: Classical Variation, Albin Gambit",300+8,Time forfeit,1712
Rated Blitz game,0-1,1410,1550,-7,10,C35,"King's Gambit Accepted, Cunningham Defense",120+4,Time forfeit,1713
Rated Classical game,1-0,1753,1817,10,-155,C24,Bishop's Opening: Berlin Defense,600+0,Normal,1714
Rated Blitz game,0-1,1610,1662,-10,9,C31,"King's Gambit, Falkbeer Countergambit Accepted",180+0,Normal,1715
Rated Classical game,1-0,1709,1476,12,-5,C62,Ruy Lopez: Steinitz Defense,420+8,Time forfeit,1716
Rated Bullet game,1/2-1/2,1764,1789,1,-1,B01,Scandinavian Defense: Boehnke Gambit,60+0,Time forfeit,1717
Rated Classical game,0-1,1662,1763,-71,7,B21,Sicilian Defense: McDonnell Attack,600+0,Normal,1718
Rated Classical game,1-0,1283,1333,13,-44,B01,Scandinavian Defense,600+15,Normal,1719
Rated Classical game,0-1,1350,1513,-7,6,B07,King's Pawn Game: Maroczy Defense,600+3,Normal,1720
Rated Bullet game,1-0,1788,1765,10,-11,C21,Danish Gambit,60+0,Normal,1721
Rated Bullet game,1-0,2095,1726,4,-3,A85,Dutch Defense: Queen's Knight Variation,120+0,Normal,1722
Rated Blitz game,0-1,1392,1513,-8,8,B00,Owen Defense,240+0,Normal,1723
Rated Blitz game,0-1,1358,1522,-7,6,D00,Queen's Pawn Game #2,240+0,Normal,1724
Rated Classical game,0-1,1583,1395,-16,16,B00,Nimzowitsch Defense: Neo-Mongoloid Defense,600+10,Normal,1725
Rated Blitz game,1-0,1398,1296,11,-9,C23,Bishop's Opening,300+3,Time forfeit,1726
Rated Blitz game,0-1,1818,1855,-11,10,D00,Queen's Pawn Game: Stonewall Attack,300+0,Normal,1727
Rated Blitz game,1-0,1830,1532,4,-4,B32,Sicilian Defense: Open #2,240+0,Normal,1728
Rated Classical game,0-1,1789,1576,-17,17,C44,King's Pawn Game: Tayler Opening,600+7,Normal,1729
Rated Bullet game,0-1,1385,2099,-3,0,D30,Queen's Gambit Declined,120+0,Normal,1730
Rated Blitz game,1-0,1738,1575,6,-6,A41,Old Indian Defense,240+0,Time forfeit,1732
Rated Bullet game,1-0,1754,1798,13,-12,B01,Scandinavian Defense: Boehnke Gambit,60+0,Normal,1733
Rated Blitz game,1/2-1/2,1560,1403,-6,5,D02,Queen's Pawn Game: Krause Variation,120+4,Normal,1734
Rated Blitz game,0-1,1541,1671,-7,7,C50,Italian Game,300+0,Time forfeit,1735
Rated Blitz game,0-1,1787,1903,-7,7,A00,Lasker Simul Special,180+0,Time forfeit,1736
Rated Blitz game,0-1,1528,1351,-17,19,C00,French Defense: Knight Variation,240+0,Normal,1737
Rated Classical game,1-0,1529,1411,17,-7,B20,Sicilian Defense: Staunton-Cochrane Variation,600+10,Time forfeit,1738
Rated Bullet game,1-0,1786,1767,10,-11,B00,Nimzowitsch Defense: Kennedy Variation,60+0,Time forfeit,1739
Rated Blitz game,1-0,1778,1528,5,-4,B32,Sicilian Defense: Open #3,240+0,Normal,1742
Rated Bullet game,1-0,2099,1382,1,-3,D06,Queen's Gambit Refused: Marshall Defense,120+0,Normal,1744
Rated Blitz game,1-0,1807,1949,17,-16,D00,Queen's Pawn Game #2,300+0,Time forfeit,1746
Rated Classical game,0-1,1874,1561,-81,18,C30,King's Gambit,300+8,Normal,1747
Rated Blitz game,1/2-1/2,1794,1865,2,-2,A15,English Opening: Anglo-Indian Defense,180+1,Time forfeit,1748
Rated Blitz game,0-1,1384,1481,-9,8,C65,Ruy Lopez: Berlin Defense #2,240+0,Time forfeit,1749
Rated Classical game,0-1,1581,1700,-7,9,D01,Richter-Veresov Attack,300+5,Normal,1750
Rated Classical game,1-0,1834,1708,8,-9,B01,Scandinavian Defense: Main Line,300+11,Normal,1751
Rated Blitz game,1-0,1335,1500,129,-243,C20,King's Pawn Game: Wayward Queen Attack,180+0,Time forfeit,1752
Rated Classical game,0-1,1416,1552,-7,7,C20,King's Pawn Game: Wayward Queen Attack,600+1,Normal,1754
Rated Blitz game,1-0,1500,1796,333,-104,D01,Queen's Pawn Game: Chigorin Variation,180+0,Time forfeit,1755
Rated Blitz game,1-0,1651,1358,4,-4,C26,"Bishop's Opening: Vienna Hybrid, Spielmann Attack",360+2,Normal,1757
Rated Classical game,0-1,1655,1499,-16,16,D02,Queen's Pawn Game: Zukertort Variation,420+16,Normal,1758
Rated Blitz game,0-1,1910,1786,-14,31,C10,French Defense: Marshall Variation,180+0,Normal,1759
Rated Blitz game,0-1,1408,1554,-7,8,C34,"King's Gambit Accepted, Fischer Defense",120+4,Time forfeit,1761
Rated Blitz game,0-1,1524,1783,-5,5,C44,King's Knight Opening: Normal Variation,240+0,Normal,1762
Rated Blitz game,1-0,1634,1220,3,-16,A45,Indian Game,300+0,Time forfeit,1764
Rated Classical game,1-0,1558,1241,3,-4,B02,Alekhine Defense: Mokele Mbembe,600+10,Time forfeit,1765
Rated Blitz game,1-0,1678,1762,13,-14,C25,Vienna Game: Max Lange Defense,300+0,Time forfeit,1766
Rated Blitz game,0-1,1744,1804,-9,9,D30,Queen's Gambit Declined,240+0,Normal,1770
Rated Classical game,0-1,1427,1471,-10,10,A40,Modern Defense,420+8,Normal,1771
Rated Classical game,1-0,1744,1831,26,-13,C62,Ruy Lopez: Steinitz Defense,300+5,Normal,1776
Rated Blitz game,0-1,1375,1624,-4,5,B20,Sicilian Defense: Bowdler Attack,180+0,Time forfeit,1778
Rated Bullet game,1-0,1538,1444,9,-10,A01,Nimzo-Larsen Attack,0+1,Time forfeit,1779
Rated Blitz game,1-0,1817,1901,27,-17,D15,Slav Defense: Three Knights Variation,180+0,Time forfeit,1780
Rated Blitz game,1-0,1655,1278,2,-3,C23,Bishop's Opening,360+2,Normal,1781
Rated Blitz game,0-1,1354,1414,-9,10,C55,Italian Game: Anti-Fried Liver Defense,360+0,Normal,1782
Rated Bullet game,0-1,1444,1538,-10,9,A04,Zukertort Opening: Queen's Gambit Invitation,0+1,Time forfeit,1783
Rated Blitz game,1-0,1737,1531,5,-5,C41,Philidor Defense #2,240+0,Normal,1784
Rated Bullet game,1-0,1547,1434,8,-9,A00,Van't Kruijs Opening,0+1,Time forfeit,1785
Rated Classical game,1-0,1770,1757,18,-10,C40,Latvian Gambit Accepted,300+5,Normal,1786
Rated Blitz game,1-0,1562,1401,8,-6,D02,Queen's Pawn Game: Krause Variation,120+4,Normal,1787
Rated Classical game,0-1,1842,1784,-10,148,B10,Caro-Kann Defense,300+11,Normal,1788
Rated Blitz game,0-1,1824,1933,-9,8,D00,Queen's Pawn Game #2,300+0,Normal,1789
Rated Classical game,0-1,1623,1728,-8,8,B15,Caro-Kann Defense,600+10,Normal,1790
Rated Classical game,1-0,1709,1574,7,-7,A21,"English Opening: King's English Variation, Reversed Sicilian",300+5,Time forfeit,1791
Rated Bullet game,0-1,1425,1555,-8,8,A00,Gedult's Opening,0+1,Normal,1792
Rated Classical game,1-0,1567,1254,3,-4,C50,Italian Game: Giuoco Pianissimo,300+30,Normal,1793
Rated Blitz game,1-0,1657,1486,7,-7,C24,Bishop's Opening: Berlin Defense,360+2,Normal,1794
Rated Bullet game,1-0,1417,1563,18,-16,A00,Van't Kruijs Opening,0+1,Time forfeit,1795
Rated Bullet game,0-1,1858,1944,-8,11,B00,Goldsmith Defense,60+0,Time forfeit,1796
Rated Bullet game,1-0,1547,1435,8,-9,C20,King's Pawn Game: King's Head Opening #2,0+1,Time forfeit,1798
Rated Blitz game,1-0,1526,1742,18,-18,C40,King's Pawn Game: McConnell Defense,240+0,Normal,1799
Rated Bullet game,1-0,1955,1850,9,-8,A00,Kadas Opening,60+0,Time forfeit,1801
Rated Bullet game,1-0,1426,1555,17,-16,B21,Sicilian Defense: Smith-Morra Gambit #2,0+1,Normal,1802
Rated Blitz game,1-0,1664,1334,3,-3,C24,Bishop's Opening: Berlin Defense,360+2,Normal,1803
Rated Blitz game,0-1,1582,1691,-8,8,C50,Italian Game,300+0,Normal,1804
Rated Blitz game,1-0,1941,1815,8,-8,C10,French Defense: Marshall Variation,300+0,Normal,1805
Rated Classical game,0-1,1944,1650,-18,137,B52,"Sicilian Defense: Canal Attack, Main Line",600+5,Normal,1806
Rated Blitz game,0-1,1735,1837,-8,8,A43,Benoni Defense: Old Benoni,240+0,Normal,1807
Rated Blitz game,0-1,1371,1667,-4,4,C64,Ruy Lopez: Classical Variation,180+0,Time forfeit,1808
Rated Bullet game,1-0,1539,1443,9,-9,A00,Mieses Opening,0+1,Time forfeit,1809
Rated Bullet game,1-0,1842,1964,15,-18,B02,Alekhine Defense: Two Pawn Attack,60+0,Normal,1810
Rated Classical game,0-1,1733,1721,-11,28,B20,Sicilian Defense: Bowdler Attack,300+7,Normal,1811
Rated Blitz game,0-1,1780,1943,-7,6,A00,Hungarian Opening: Indian Defense,180+0,Normal,1812
Rated Bullet game,1-0,1434,1548,16,-15,A04,Zukertort Opening: Kingside Fianchetto,0+1,Normal,1813
Rated Classical game,0-1,1500,1409,-226,9,C20,King's Pawn Game,600+0,Normal,1814
Rated Blitz game,0-1,1361,1696,-3,3,C00,French Defense,360+0,Normal,1815
Rated Classical game,1-0,1867,1561,9,-3,C62,Ruy Lopez: Steinitz Defense,600+10,Normal,1817
Rated Bullet game,1-0,1795,1945,15,-17,A40,"Englund Gambit Declined, Reversed French",120+0,Normal,1819
Rated Bullet game,1-0,1946,1857,10,-9,A00,Kadas Opening,60+0,Time forfeit,1820
Rated Classical game,1-0,1570,1343,5,-5,C41,Philidor Defense #3,480+8,Normal,1824
Rated Bullet game,0-1,1440,1541,-8,9,A00,Mieses Opening,0+1,Normal,1827
Rated Blitz game,1-0,1807,1336,2,-2,B13,Caro-Kann Defense: Exchange Variation,300+0,Normal,1828
Rated Bullet game,0-1,1848,1956,-7,9,B06,Modern Defense,60+0,Time forfeit,1830
Rated Classical game,0-1,1600,1974,-6,3,D35,Queen's Gambit Declined: Normal Defense,480+2,Normal,1831
Rated Bullet game,1-0,1796,1928,15,-15,C21,Danish Gambit,120+0,Normal,1832
Rated Classical game,1/2-1/2,1854,1793,-1,7,B90,Sicilian Defense: Najdorf Variation,300+8,Normal,1835
Rated Bullet game,1-0,1550,1432,7,-9,A00,Van't Kruijs Opening,0+1,Time forfeit,1836
Rated Blitz game,1-0,1547,1205,3,-4,C41,Philidor Defense #3,300+0,Normal,1838
Rated Classical game,0-1,1914,1857,-13,12,D53,Queen's Gambit Declined: 4.Bg5 Be7,360+6,Time forfeit,1839
Rated Bullet game,0-1,1423,1557,-7,8,A04,Zukertort Opening: Kingside Fianchetto,0+1,Time forfeit,1840
Rated Bullet game,1-0,1965,1841,9,-8,A00,Saragossa Opening,60+0,Normal,1841
Rated Blitz game,1-0,1535,1409,81,-8,A40,Horwitz Defense,180+0,Normal,1842
Rated Bullet game,1-0,1565,1416,7,-8,A00,Van't Kruijs Opening,0+1,Time forfeit,1844
Rated Bullet game,0-1,1810,1913,-8,8,A06,Zukertort Opening: Old Indian Attack,120+0,Time forfeit,1846
Rated Bullet game,0-1,1833,1974,-7,8,B02,Alekhine Defense: Two Pawn Attack,60+0,Normal,1847
Rated Bullet game,0-1,1408,1572,-6,6,A00,Van't Kruijs Opening,0+1,Normal,1848
Rated Blitz game,0-1,1367,1591,-5,7,C02,"French Defense: Advance Variation, Nimzowitsch System",180+0,Time forfeit,1849
Rated Bullet game,0-1,1578,1402,-17,17,B07,Pirc Defense #4,0+1,Time forfeit,1851
Rated Bullet game,0-1,1343,1723,-36,3,B20,Sicilian Defense: Bowdler Attack,60+0,Time forfeit,1854
Rated Bullet game,0-1,1419,1561,-7,8,A00,Van't Kruijs Opening,0+1,Time forfeit,1855
Rated Bullet game,1-0,1561,1419,8,-7,A41,Old Indian Defense,0+1,Normal,1857
Rated Classical game,0-1,1338,1575,-5,5,C22,Center Game: Paulsen Attack Variation,480+8,Normal,1858
Rated Bullet game,0-1,1412,1569,-7,6,A00,Gedult's Opening,0+1,Normal,1860
Rated Bullet game,0-1,1519,1921,-2,2,C50,Italian Game: Giuoco Pianissimo,120+0,Time forfeit,1861
Rated Blitz game,0-1,1803,1949,-7,7,D06,"Queen's Gambit Refused: Chigorin Defense, Tartakower Gambit",180+0,Normal,1863
Rated Blitz game,0-1,1362,1598,-5,7,C02,"French Defense: Advance Variation, Nimzowitsch System",180+0,Time forfeit,1864
Rated Bullet game,1-0,1575,1405,7,-7,A02,Bird Opening: From's Gambit,0+1,Time forfeit,1865
Rated Bullet game,0-1,1398,1582,-6,6,B21,Sicilian Defense: Smith-Morra Gambit #2,0+1,Time forfeit,1866
Rated Bullet game,1-0,1246,1401,21,-49,C34,"King's Gambit Accepted, MacLeod Defense",120+0,Time forfeit,1867
Rated Bullet game,0-1,1588,1392,-18,18,A00,Mieses Opening,0+1,Time forfeit,1872
Rated Classical game,0-1,1247,1325,-9,9,C40,King's Knight Opening,600+5,Normal,1873
Rated Bullet game,1-0,1307,1726,269,-17,C50,Italian Game: Giuoco Pianissimo,60+0,Normal,1875
Rated Bullet game,1-0,1410,1570,17,-16,A00,Kadas Opening,0+1,Time forfeit,1876
Rated Bullet game,1-0,1570,1410,7,-7,B00,St. George Defense,0+1,Time forfeit,1877
Rated Blitz game,1-0,1679,1357,4,-3,B09,Pirc Defense: Austrian Attack,360+2,Time forfeit,1878
Rated Bullet game,0-1,1403,1554,-7,7,A04,Zukertort Opening: Slav Invitation,0+1,Normal,1881
Rated Classical game,0-1,1248,1236,-28,14,C20,King's Pawn Game: Wayward Queen Attack,300+5,Normal,1883
Rated Bullet game,1-0,1923,1352,1,-2,C42,Russian Game: Urusov Gambit,60+0,Normal,1884
Rated Bullet game,0-1,1561,1396,-17,17,B00,Owen Defense,0+1,Time forfeit,1885
Rated Classical game,0-1,1238,1334,-8,8,C44,Ponziani Opening,600+5,Time forfeit,1886
Rated Bullet game,0-1,1413,1544,-8,8,A00,Van't Kruijs Opening,0+1,Normal,1888
Rated Blitz game,1-0,1357,1500,10,-261,B20,Sicilian Defense: Bowdler Attack,240+0,Normal,1891
Rated Bullet game,1-0,1552,1405,7,-7,A00,Hungarian Opening,0+1,Normal,1892
Rated Bullet game,0-1,1657,1155,-178,66,C00,French Defense #2,60+0,Time forfeit,1894
Rated Bullet game,0-1,1398,1559,-7,6,A04,Zukertort Opening: Queenside Fianchetto Variation,0+1,Time forfeit,1899
Rated Bullet game,0-1,1982,1924,-15,14,A00,Kadas Opening,60+0,Normal,1900
Rated Blitz game,1-0,1686,1863,16,-16,A50,Queen's Indian Accelerated,420+0,Time forfeit,1901
Rated Bullet game,1-0,1559,1398,6,-7,B07,Rat Defense: Harmonist,0+1,Time forfeit,1903
Rated Classical game,0-1,1647,1412,-25,19,D07,"Queen's Gambit Refused: Chigorin Defense, Janowski Variation",1200+30,Normal,1907
Rated Bullet game,0-1,1391,1565,-6,7,A04,Zukertort Opening: Queen's Gambit Invitation,0+1,Normal,1908
Rated Classical game,1-0,1508,1210,3,-11,B57,"Sicilian Defense: Modern Variations, Main Line",600+3,Normal,1909
Rated Classical game,0-1,1445,1678,-5,6,C41,Philidor Defense #3,300+15,Normal,1910
Rated Bullet game,0-1,1572,1385,-17,17,B01,Scandinavian Defense: Mieses-Kotroc Variation,0+1,Time forfeit,1912
Rated Bullet game,0-1,1402,1555,-7,6,A00,Mieses Opening,0+1,Time forfeit,1913
Rated Blitz game,0-1,1354,1683,-4,3,A40,Queen's Pawn,360+2,Normal,1915
Rated Bullet game,0-1,1762,1938,-6,6,D15,Slav Defense: Three Knights Variation,60+0,Time forfeit,1917
Rated Blitz game,1-0,1877,1773,8,-8,B06,Modern Defense,180+0,Time forfeit,1918
Rated Blitz game,1-0,1367,1456,15,-14,B01,Scandinavian Defense: Mieses-Kotroc Variation,240+0,Normal,1921
Rated Bullet game,1-0,1417,1561,92,-14,A00,Van't Kruijs Opening,60+0,Time forfeit,1924
Rated Blitz game,1-0,1686,1390,26,-4,D00,"Queen's Pawn Game: Veresov Attack, Alburt Defense",180+0,Normal,1925
Rated Bullet game,0-1,1944,1756,-17,17,D60,Queen's Gambit Declined: Orthodox Defense,60+0,Time forfeit,1926
Rated Blitz game,1-0,1730,1036,0,-3,B01,Scandinavian Defense: Mieses-Kotroc Variation,300+3,Normal,1927
Rated Classical game,1-0,1437,1250,5,-7,C20,King's Pawn Game: Wayward Queen Attack,300+5,Normal,1929
Rated Classical game,0-1,1260,1354,-9,8,C00,French Defense: Queen's Knight,900+8,Normal,1930
Rated Blitz game,0-1,1757,1880,-7,7,B10,Caro-Kann Defense,240+1,Normal,1933
Rated Classical game,1-0,1580,1333,4,-5,C41,Philidor Defense #3,480+8,Normal,1935
Rated Blitz game,0-1,1243,1320,-10,17,B23,Sicilian Defense: Closed Variation,300+0,Time forfeit,1937
Rated Bullet game,1-0,1773,1927,16,-17,C55,Italian Game: Anti-Fried Liver Defense,60+0,Normal,1938
Rated Blitz game,1-0,1885,1821,10,-9,B01,Scandinavian Defense: Mieses-Kotroc Variation,180+0,Time forfeit,1940
Rated Blitz game,1-0,1956,1765,6,-5,B06,Modern Defense: Three Pawns Attack,180+0,Normal,1943
Rated Blitz game,1-0,1686,1350,3,-3,B09,"Pirc Defense: Austrian Attack, Weiss Variation",360+2,Time forfeit,1944
Rated Blitz game,1-0,1382,1356,11,-38,B01,Scandinavian Defense,240+0,Time forfeit,1945
Rated Bullet game,1-0,1910,1789,8,-7,D37,Queen's Gambit Declined: Three Knights Variation,60+0,Time forfeit,1946
Rated Blitz game,0-1,1760,1962,-6,5,A00,Hungarian Opening,180+0,Normal,1948
Rated Bullet game,0-1,1811,2054,-5,5,B21,Sicilian Defense: Smith-Morra Gambit,0+2,Normal,1951
Rated Classical game,1-0,1865,1565,4,-6,B44,Sicilian Defense: Paulsen Variation,300+20,Normal,1953
Rated Classical game,0-1,1853,1722,-16,32,B90,Sicilian Defense: Najdorf Variation,300+8,Normal,1954
Rated Bullet game,0-1,1782,1918,-8,7,D15,Slav Defense: Three Knights Variation,60+0,Normal,1955
Rated Bullet game,0-1,2059,1806,-21,18,A40,Englund Gambit Complex: Hartlaub-Charlick Gambit,0+2,Time forfeit,1956
Rated Bullet game,0-1,1423,1498,-35,9,C00,French Defense #2,60+0,Time forfeit,1957
Rated Blitz game,1-0,1730,1433,4,-9,B00,"Nimzowitsch Defense: Scandinavian Variation, Advance Variation",300+3,Normal,1958
Rated Bullet game,0-1,1824,2038,-5,6,B40,Sicilian Defense: French Variation,0+2,Normal,1959
Rated Blitz game,0-1,1345,1605,-5,6,C00,French Defense: Knight Variation,360+0,Time forfeit,1960
Rated Bullet game,0-1,1925,1774,-16,16,D60,Queen's Gambit Declined: Orthodox Defense,60+0,Normal,1961
Rated Classical game,0-1,1418,1431,-11,11,C48,"Four Knights Game: Spanish Variation, Classical Variation",1200+30,Normal,1962
Rated Bullet game,1-0,1388,1312,28,-76,C00,French Defense #2,60+0,Time forfeit,1964
Rated Blitz game,0-1,1337,1550,-10,6,C20,English Opening: The Whale,300+0,Normal,1966
Rated Bullet game,0-1,1790,1909,-7,8,D15,Slav Defense: Three Knights Variation,60+0,Time forfeit,1967
Rated Blitz game,0-1,1895,1812,-14,13,B01,Scandinavian Defense: Mieses-Kotroc Variation,180+0,Time forfeit,1969
Rated Blitz game,1-0,1393,1239,6,-78,C70,"Ruy Lopez: Morphy Defense, Caro Variation",240+0,Time forfeit,1971
Rated Blitz game,0-1,1332,1689,-3,7,D02,Queen's Pawn Game: Zukertort Variation,180+3,Normal,1972
Rated Bullet game,1-0,1416,1236,20,-44,C00,French Defense #2,60+0,Time forfeit,1975
Rated Classical game,1-0,1658,1404,5,-5,C60,Ruy Lopez,1740+30,Normal,1976
Rated Classical game,0-1,1289,1589,-12,9,D00,Queen's Pawn Game #3,600+0,Normal,1978
Rated Blitz game,1-0,1734,1372,3,-2,C40,King's Pawn Game: McConnell Defense,300+3,Time forfeit,1981
Rated Classical game,1-0,1757,1310,2,-2,A40,English Defense #2,600+8,Normal,1982
Rated Bullet game,0-1,1535,1917,-8,2,C44,Scotch Game,60+0,Time forfeit,1985
Rated Bullet game,1-0,1919,1527,3,-6,D15,Slav Defense: Three Knights Variation,60+0,Time forfeit,1990
Rated Bullet game,0-1,1680,1221,-295,56,C00,French Defense #2,120+0,Time forfeit,1991
Rated Blitz game,1-0,1881,1845,10,-10,B23,Sicilian Defense: Closed Variation,180+0,Normal,1993
Rated Bullet game,1-0,1922,1642,4,-4,D43,Semi-Slav Defense,60+0,Time forfeit,1995
Rated Blitz game,1-0,1399,1542,16,-15,B00,Owen Defense: Smith Gambit,240+0,Normal,1996
Rated Blitz game,0-1,1361,1327,-15,22,A80,Dutch Defense,300+0,Normal,1998
Rated Blitz game,0-1,1967,1949,-12,11,B20,Sicilian Defense: Wing Gambit,180+0,Time forfeit,1999
Rated Blitz game,1-0,1340,1292,8,-103,C23,Bishop's Opening,360+0,Normal,2000
Rated Blitz game,0-1,2070,2240,-7,21,D00,Queen's Pawn Game #2,240+0,Normal,2003
Rated Classical game,0-1,1926,1901,-13,12,B13,Caro-Kann Defense: Exchange Variation,360+6,Time forfeit,2004
Rated Blitz game,1-0,1696,1329,7,-2,D21,Queen's Gambit Accepted: Gunsberg Defense,180+3,Time forfeit,2005
Rated Bullet game,0-1,1385,1500,-74,130,C31,King's Gambit Declined: Falkbeer Countergambit,0+1,Time forfeit,2007
